Row ID,Salesman ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Postal Code,Product ID, Sales ,Quantity,Discount, Profit 
6052,STAFF-282,CA-2015-153878,12-Feb-19,21-Feb-19,Standard Class,TS-21655,Trudy Schmidt,Consumer,42920,OFF-AP-10001205, 272.4 ,5,0, 76.272 
6053,STAFF-1074,CA-2016-124016,03-Jan-24,15-Jan-24,Second Class,JS-15940,Joni Sundaresam,Home Office,89900,OFF-PA-10002586, 11.952 ,3,0.2, 4.0338 
6054,STAFF-2460,CA-2016-124016,15-Dec-23,06-Jan-24,Second Class,JS-15940,Joni Sundaresam,Home Office,95600,FUR-FU-10004963, 28 ,4,0.2, 7.7 
6055,STAFF-1232,CA-2016-124016,10-Oct-19,07-Nov-19,Second Class,JS-15940,Joni Sundaresam,Home Office,44020,OFF-BI-10002071, 12.201 ,7,0.7, -9.7608 
6056,STAFF-1708,CA-2016-113551,02-May-24,18-May-24,First Class,NF-18385,Natalie Fritzler,Consumer,42100,OFF-BI-10001617, 2.068 ,1,0.8, -3.4122 
6057,STAFF-2152,CA-2016-113551,29-Apr-20,29-May-20,First Class,NF-18385,Natalie Fritzler,Consumer,55300,OFF-PA-10004665, 83.84 ,8,0.2, 30.392 
6058,STAFF-1982,CA-2014-107524,24-Jun-20,15-Jul-20,Standard Class,KN-16705,Kristina Nunn,Home Office,86900,OFF-EN-10001990, 11.36 ,2,0, 5.3392 
6059,STAFF-685,CA-2014-107524,21-Dec-23,03-Jan-24,Standard Class,KN-16705,Kristina Nunn,Home Office,6200,OFF-PA-10000587, 36.4 ,5,0, 17.472 
6060,STAFF-2147,CA-2014-138072,19-Dec-08,16-Jan-09,Standard Class,GA-14725,Guy Armstrong,Consumer,40470,TEC-AC-10004859, 27.968 ,2,0.2, 6.992 
6061,STAFF-639,CA-2015-134201,14-Jul-21,30-Jul-21,Standard Class,EH-14125,Eugene Hildebrand,Home Office,25300,OFF-ST-10001476, 142.04 ,4,0, 38.3508 
6062,STAFF-1506,CA-2015-134201,22-Nov-21,18-Dec-21,Standard Class,EH-14125,Eugene Hildebrand,Home Office,96800,OFF-AR-10002804, 14.67 ,3,0, 6.0147 
6063,STAFF-1263,CA-2015-111780,23-Aug-19,04-Sep-19,Second Class,RA-19285,Ralph Arnett,Consumer,10250,TEC-CO-10004202, 1199.96 ,5,0.2, 224.9925 
6064,STAFF-2434,CA-2015-111780,20-Jun-23,09-Jul-23,Second Class,RA-19285,Ralph Arnett,Consumer,8300,OFF-PA-10001307, 12.6 ,3,0, 6.174 
6065,STAFF-2249,CA-2015-111780,12-Oct-23,07-Nov-23,Second Class,RA-19285,Ralph Arnett,Consumer,86700,OFF-PA-10001667, 17.94 ,3,0, 8.073 
6066,STAFF-2417,CA-2015-119942,31-Jan-24,16-Feb-24,First Class,TT-21070,Ted Trevino,Consumer,5200,OFF-LA-10001569, 23.904 ,6,0.2, 7.7688 
6067,STAFF-2082,CA-2015-151547,28-Feb-23,08-Mar-23,Standard Class,AH-10465,Amy Hunt,Consumer,94900,OFF-SU-10000898, 88.96 ,8,0.2, 10.008 
6068,STAFF-2147,CA-2017-166695,19-Jun-13,18-Jul-13,Standard Class,CC-12430,Chuck Clark,Home Office,71800,FUR-CH-10000225, 518.272 ,8,0.2, -97.176 
6069,STAFF-2706,CA-2017-166695,05-Apr-23,02-May-23,Standard Class,CC-12430,Chuck Clark,Home Office,78000,FUR-FU-10002191, 6.98 ,1,0, 3.3504 
6070,STAFF-2440,CA-2017-166695,09-Jul-20,21-Jul-20,Standard Class,CC-12430,Chuck Clark,Home Office,28050,TEC-MA-10003176, 343.2 ,1,0.2, 38.61 
6071,STAFF-448,CA-2017-167542,23-Feb-23,21-Mar-23,Standard Class,KD-16495,Keith Dawkins,Corporate,93010,OFF-LA-10004093, 17.544 ,3,0.2, 5.9211 
6072,STAFF-1334,CA-2015-120901,20-May-16,19-Jun-16,Standard Class,BG-11035,Barry Gonzalez,Consumer,6100,OFF-ST-10000025, 152.688 ,2,0.2, -26.7204 
6073,STAFF-2748,CA-2015-120901,31-Dec-19,14-Jan-20,Standard Class,BG-11035,Barry Gonzalez,Consumer,41300,OFF-FA-10001561, 3.488 ,2,0.2, 0.5668 
6074,STAFF-495,CA-2015-120901,21-Nov-20,30-Nov-20,Standard Class,BG-11035,Barry Gonzalez,Consumer,27040,OFF-SU-10001225, 5.888 ,2,0.2, -1.3248 
6075,STAFF-1857,CA-2017-121398,04-Aug-18,15-Aug-18,Standard Class,FH-14365,Fred Hopkins,Corporate,89800,OFF-BI-10001718, 153.552 ,3,0.2, 51.8238 
6076,STAFF-1938,CA-2017-121398,25-Dec-17,23-Jan-18,Standard Class,FH-14365,Fred Hopkins,Corporate,47150,OFF-ST-10002756, 270.62 ,2,0, 2.7062 
6077,STAFF-1680,CA-2016-151561,24-Jan-18,17-Feb-18,Standard Class,PG-18820,Patrick Gardner,Consumer,51000,TEC-AC-10001432, 468.9 ,6,0, 206.316 
6078,STAFF-213,CA-2016-151561,19-Jan-24,02-Feb-24,Standard Class,PG-18820,Patrick Gardner,Consumer,21060,TEC-AC-10003399, 72.48 ,2,0, 30.4416 
6079,STAFF-1073,CA-2016-151561,01-Mar-21,17-Mar-21,Standard Class,PG-18820,Patrick Gardner,Consumer,46150,OFF-SU-10001574, 10.95 ,3,0, 3.285 
6080,STAFF-1835,CA-2016-151561,11-Nov-23,10-Dec-23,Standard Class,PG-18820,Patrick Gardner,Consumer,26620,FUR-FU-10004864, 191.82 ,3,0, 61.3824 
6081,STAFF-689,CA-2017-154676,21-Dec-22,03-Jan-23,First Class,NZ-18565,Nick Zandusky,Home Office,73450,OFF-ST-10001172, 151.056 ,9,0.2, 7.5528 
6082,STAFF-2863,US-2014-165589,22-Feb-23,11-Mar-23,Same Day,TB-21595,Troy Blackwell,Consumer,85400,FUR-FU-10002396, 25.16 ,5,0.6, -11.322 
6083,STAFF-2424,US-2016-132577,26-Nov-23,03-Dec-23,Standard Class,JE-15475,Jeremy Ellison,Consumer,54100,OFF-BI-10004040, 6.216 ,6,0.8, -9.6348 
6084,STAFF-1355,US-2016-132577,16-Apr-21,28-Apr-21,Standard Class,JE-15475,Jeremy Ellison,Consumer,36000,OFF-AR-10003481, 23.616 ,9,0.2, 2.6568 
6085,STAFF-2525,US-2016-132577,19-Jan-22,30-Jan-22,Standard Class,JE-15475,Jeremy Ellison,Consumer,85100,TEC-AC-10000387, 24.032 ,2,0.2, -0.6008 
6086,STAFF-2715,US-2016-132577,15-Mar-24,11-Apr-24,Standard Class,JE-15475,Jeremy Ellison,Consumer,34140,OFF-LA-10000262, 2.088 ,1,0.2, 0.6786 
6087,STAFF-2911,US-2016-132577,23-May-22,06-Jun-22,Standard Class,JE-15475,Jeremy Ellison,Consumer,96700,OFF-BI-10003196, 4.488 ,6,0.8, -6.732 
6088,STAFF-755,CA-2015-114048,15-Oct-22,02-Nov-22,Standard Class,EH-13945,Eric Hoffmann,Consumer,96250,FUR-FU-10004351, 29.22 ,3,0, 12.8568 
6089,STAFF-264,CA-2015-137281,12-Dec-23,26-Dec-23,Standard Class,BF-10975,Barbara Fisher,Corporate,6750,OFF-PA-10001870, 6.48 ,1,0, 3.1104 
6090,STAFF-364,US-2017-162068,27-Oct-98,03-Nov-98,Second Class,PC-18745,Pamela Coakley,Corporate,85300,OFF-BI-10002813, 1.188 ,2,0.7, -0.99 
6091,STAFF-239,CA-2017-100111,16-Jun-21,28-Jun-21,Standard Class,SV-20365,Seth Vernon,Consumer,28050,FUR-CH-10003846, 272.646 ,3,0.1, 18.1764 
6092,STAFF-2217,CA-2017-100111,22-Aug-23,12-Sep-23,Standard Class,SV-20365,Seth Vernon,Consumer,53000,TEC-AC-10002647, 212.8 ,2,0, 95.76 
6093,STAFF-704,CA-2017-100111,15-Jul-20,06-Aug-20,Standard Class,SV-20365,Seth Vernon,Consumer,15000,OFF-PA-10000807, 38.52 ,9,0, 18.1044 
6094,STAFF-643,CA-2017-100111,22-Aug-22,06-Sep-22,Standard Class,SV-20365,Seth Vernon,Consumer,86000,TEC-AC-10001465, 72.64 ,2,0, 21.792 
6095,STAFF-211,CA-2017-100111,27-Jul-14,18-Aug-14,Standard Class,SV-20365,Seth Vernon,Consumer,16300,OFF-ST-10000615, 45.4 ,4,0, 12.712 
6096,STAFF-2853,CA-2017-100111,16-Feb-22,17-Mar-22,Standard Class,SV-20365,Seth Vernon,Consumer,41200,OFF-PA-10002713, 13.76 ,2,0, 6.3296 
6097,STAFF-2698,CA-2017-100111,14-Jun-20,07-Jul-20,Standard Class,SV-20365,Seth Vernon,Consumer,28010,FUR-CH-10003061, 80.991 ,1,0.1, 8.0991 
6098,STAFF-213,CA-2017-100111,20-Feb-23,04-Mar-23,Standard Class,SV-20365,Seth Vernon,Consumer,97000,OFF-BI-10000343, 11.784 ,3,0.2, 3.9771 
6099,STAFF-438,CA-2017-100111,05-Oct-12,16-Oct-12,Standard Class,SV-20365,Seth Vernon,Consumer,71600,OFF-FA-10000304, 4.36 ,2,0, 1.7876 
6100,STAFF-87,CA-2017-100111,07-Dec-23,04-Jan-24,Standard Class,SV-20365,Seth Vernon,Consumer,31560,FUR-CH-10004086, 2888.127 ,11,0.1, 609.7157 
6101,STAFF-626,CA-2017-100111,04-Oct-19,13-Oct-19,Standard Class,SV-20365,Seth Vernon,Consumer,26430,TEC-PH-10002885, 1299.66 ,2,0, 350.9082 
6102,STAFF-2075,CA-2017-100111,24-Aug-09,08-Sep-09,Standard Class,SV-20365,Seth Vernon,Consumer,85300,FUR-CH-10001215, 2254.41 ,5,0.1, 375.735 
6103,STAFF-1536,CA-2017-100111,31-Dec-23,09-Jan-24,Standard Class,SV-20365,Seth Vernon,Consumer,86200,TEC-PH-10000215, 104.85 ,3,0, 28.3095 
6104,STAFF-750,CA-2017-100111,10-Dec-19,02-Jan-20,Standard Class,SV-20365,Seth Vernon,Consumer,34520,TEC-AC-10001998, 59.97 ,3,0, 20.3898 
6105,STAFF-1435,US-2017-132381,06-Sep-23,26-Sep-23,First Class,Dp-13240,Dean percer,Home Office,21090,FUR-TA-10002356, 314.532 ,2,0.4, -83.8752 
6106,STAFF-1289,CA-2015-147011,01-Mar-24,13-Mar-24,Standard Class,HR-14830,Harold Ryan,Corporate,83000,OFF-AR-10002399, 13.632 ,4,0.2, 3.5784 
6107,STAFF-1083,CA-2014-120852,08-Jan-21,23-Jan-21,Standard Class,WB-21850,William Brown,Consumer,18400,OFF-AP-10001563, 19.432 ,2,0.8, -49.5516 
6108,STAFF-2594,CA-2014-120852,05-Jun-21,28-Jun-21,Standard Class,WB-21850,William Brown,Consumer,80200,TEC-AC-10004510, 65.44 ,5,0.2, -8.18 
6109,STAFF-363,CA-2016-150007,05-Jan-15,18-Jan-15,Standard Class,AS-10090,Adam Shillingsburg,Consumer,35800,OFF-LA-10001982, 6 ,2,0.2, 2.1 
6110,STAFF-2255,CA-2016-150007,02-Mar-24,23-Mar-24,Standard Class,AS-10090,Adam Shillingsburg,Consumer,11950,OFF-BI-10004141, 1.908 ,3,0.8, -3.2436 
6111,STAFF-1832,CA-2016-124590,13-Feb-22,14-Mar-22,Standard Class,SP-20920,Susan Pistek,Consumer,89260,FUR-CH-10004495, 1474.802 ,7,0.3, -21.0686 
6112,STAFF-1399,CA-2016-124590,16-Jun-18,08-Jul-18,Standard Class,SP-20920,Susan Pistek,Consumer,59100,OFF-AP-10002311, 110.096 ,2,0.2, 33.0288 
6113,STAFF-1334,CA-2016-124590,05-Oct-23,25-Oct-23,Standard Class,SP-20920,Susan Pistek,Consumer,17000,OFF-FA-10000585, 16.752 ,6,0.2, 5.4444 
6114,STAFF-1094,CA-2016-124590,02-Jun-20,02-Jul-20,Standard Class,SP-20920,Susan Pistek,Consumer,28040,FUR-CH-10000454, 1537.074 ,9,0.3, 0 
6115,STAFF-1248,CA-2016-124590,14-Nov-21,08-Dec-21,Standard Class,SP-20920,Susan Pistek,Consumer,88450,FUR-CH-10003746, 449.372 ,2,0.3, -12.8392 
6116,STAFF-1817,CA-2016-133802,24-Sep-23,07-Oct-23,Standard Class,SP-20650,Stephanie Phelps,Corporate,12000,OFF-BI-10003291, 41.904 ,6,0.2, 14.1426 
6117,STAFF-2859,US-2016-113677,27-Sep-23,24-Oct-23,Standard Class,CM-12655,Corinna Mitchell,Home Office,90300,TEC-PH-10002114, 2279.96 ,4,0, 592.7896 
6118,STAFF-1245,US-2016-113677,24-Feb-23,26-Mar-23,Standard Class,CM-12655,Corinna Mitchell,Home Office,12200,OFF-LA-10001569, 14.94 ,3,0, 6.8724 
6119,STAFF-479,CA-2017-143378,23-May-23,03-Jun-23,Standard Class,JR-16210,Justin Ritter,Corporate,31900,TEC-PH-10001425, 191.976 ,3,0.2, 19.1976 
6120,STAFF-975,CA-2017-143378,31-Jan-21,20-Feb-21,Standard Class,JR-16210,Justin Ritter,Corporate,45100,OFF-AR-10001915, 23.832 ,3,0.2, 6.5538 
6121,STAFF-2524,CA-2017-143378,11-Jul-23,01-Aug-23,Standard Class,JR-16210,Justin Ritter,Corporate,14290,FUR-FU-10004864, 409.216 ,8,0.2, 61.3824 
6122,STAFF-796,CA-2017-143378,17-Feb-24,09-Mar-24,Standard Class,JR-16210,Justin Ritter,Corporate,21040,FUR-BO-10001972, 72.588 ,2,0.7, -128.2388 
6123,STAFF-2816,CA-2017-152660,21-Jul-15,13-Aug-15,Standard Class,CB-12415,Christy Brittain,Consumer,76400,OFF-ST-10000532, 61.568 ,2,0.2, 4.6176 
6124,STAFF-211,CA-2015-142139,17-Mar-07,01-Apr-07,Standard Class,SD-20485,Shirley Daniels,Home Office,50088,OFF-PA-10003883, 20.96 ,4,0.2, 6.812 
6125,STAFF-1920,CA-2017-145772,23-Apr-15,14-May-15,Standard Class,SS-20140,Saphhira Shifley,Corporate,93300,TEC-AC-10003038, 44.75 ,5,0, 8.5025 
6126,STAFF-283,CA-2017-145772,22-Dec-23,02-Jan-24,Standard Class,SS-20140,Saphhira Shifley,Corporate,81450,OFF-PA-10001593, 11.96 ,2,0, 5.382 
6127,STAFF-1981,CA-2017-145772,21-Jul-21,30-Jul-21,Standard Class,SS-20140,Saphhira Shifley,Corporate,51000,OFF-BI-10002049, 3.912 ,1,0.2, 1.2714 
6128,STAFF-1948,CA-2016-124100,23-Mar-23,12-Apr-23,Standard Class,EH-13990,Erica Hackney,Consumer,83200,FUR-CH-10003817, 327.996 ,6,0.1, 54.666 
6129,STAFF-1578,US-2014-158400,16-Nov-17,28-Nov-17,First Class,AH-10030,Aaron Hawkins,Corporate,49000,OFF-BI-10002353, 49.408 ,4,0.2, 18.528 
6130,STAFF-322,CA-2017-162033,14-Feb-19,25-Feb-19,Standard Class,EM-14200,Evan Minnotte,Home Office,80150,TEC-AC-10003116, 53.25 ,3,0, 20.7675 
6131,STAFF-2218,CA-2017-162033,16-Jan-24,30-Jan-24,Standard Class,EM-14200,Evan Minnotte,Home Office,28100,OFF-FA-10003021, 3.76 ,2,0, 1.316 
6132,STAFF-2088,CA-2014-163447,27-Dec-20,07-Jan-21,Standard Class,TB-21190,Thomas Brumley,Home Office,13050,FUR-CH-10004477, 767.214 ,14,0.1, 161.9674 
6133,STAFF-71,CA-2017-145737,14-Nov-13,26-Nov-13,Standard Class,AB-10165,Alan Barnes,Consumer,13000,OFF-PA-10001033, 163.96 ,5,0.2, 59.4355 
6134,STAFF-2569,CA-2016-148096,03-Apr-24,22-Apr-24,First Class,AO-10810,Anthony O'Donnell,Corporate,26640,FUR-TA-10004152, 161.28 ,2,0.2, 12.096 
6135,STAFF-2082,CA-2016-146766,11-Aug-23,22-Aug-23,Same Day,TT-21220,Thomas Thornton,Consumer,62150,OFF-AR-10002135, 192.8 ,4,0, 55.912 
6136,STAFF-44,CA-2015-105613,30-Mar-22,18-Apr-22,Standard Class,KN-16705,Kristina Nunn,Home Office,31950,TEC-AC-10000521, 27.696 ,3,0.2, 3.462 
6137,STAFF-329,CA-2015-105613,08-Apr-07,17-Apr-07,Standard Class,KN-16705,Kristina Nunn,Home Office,75000,OFF-AP-10000026, 73.164 ,6,0.8, -186.5682 
6138,STAFF-2888,US-2016-142251,25-Mar-23,21-Apr-23,Second Class,FO-14305,Frank Olsen,Consumer,28730,OFF-PA-10002986, 32.064 ,6,0.2, 11.2224 
6139,STAFF-388,CA-2014-131247,30-Jul-13,24-Aug-13,Standard Class,GA-14725,Guy Armstrong,Consumer,10460,FUR-BO-10001337, 205.666 ,2,0.15, -12.098 
6140,STAFF-1237,US-2015-113593,24-Oct-22,19-Nov-22,First Class,NC-18415,Nathan Cano,Consumer,90400,OFF-ST-10000532, 115.44 ,3,0, 30.0144 
6141,STAFF-1708,CA-2017-121083,01-Mar-22,08-Mar-22,Standard Class,JF-15190,Jamie Frazer,Consumer,41300,OFF-PA-10001497, 274.8 ,5,0, 134.652 
6142,STAFF-1921,CA-2017-121083,15-Jul-21,09-Aug-21,Standard Class,JF-15190,Jamie Frazer,Consumer,10050,OFF-ST-10002554, 195.64 ,4,0, 3.9128 
6143,STAFF-982,CA-2017-121083,18-Jun-21,04-Jul-21,Standard Class,JF-15190,Jamie Frazer,Consumer,43900,TEC-PH-10001336, 257.98 ,2,0, 74.8142 
6144,STAFF-1434,CA-2017-121083,18-Dec-22,04-Jan-23,Standard Class,JF-15190,Jamie Frazer,Consumer,27650,OFF-AR-10002987, 119.04 ,6,0, 48.8064 
6145,STAFF-1455,CA-2017-151190,28-Oct-21,26-Nov-21,Standard Class,GT-14710,Greg Tran,Consumer,21800,OFF-PA-10000575, 20.07 ,3,0, 9.2322 
6146,STAFF-2255,CA-2014-133543,02-Mar-24,09-Mar-24,Standard Class,KM-16660,Khloe Miller,Consumer,50200,OFF-AR-10003394, 11.76 ,4,0, 3.1752 
6147,STAFF-402,CA-2017-105130,06-Apr-24,05-May-24,Standard Class,PJ-18835,Patrick Jones,Corporate,34900,OFF-AR-10003394, 11.76 ,4,0, 3.1752 
6148,STAFF-1448,CA-2017-105130,27-May-18,09-Jun-18,Standard Class,PJ-18835,Patrick Jones,Corporate,16450,OFF-BI-10001191, 40.736 ,2,0.2, 14.7668 
6149,STAFF-1793,CA-2016-161928,23-Dec-17,09-Jan-18,Second Class,AC-10660,Anna Chung,Consumer,43400,TEC-PH-10003484, 201.584 ,2,0.2, 12.599 
6150,STAFF-822,CA-2017-101322,02-Nov-18,14-Nov-18,First Class,JG-15310,Jason Gross,Corporate,24060,FUR-CH-10003968, 340.704 ,6,0.2, -34.0704 
6151,STAFF-1140,US-2016-106600,30-Sep-20,09-Oct-20,First Class,RM-19375,Raymond Messe,Consumer,50200,FUR-BO-10001608, 354.9 ,5,0, 88.725 
6152,STAFF-2744,CA-2014-111871,17-Nov-21,25-Nov-21,Second Class,EK-13795,Eileen Kiefer,Home Office,86500,FUR-BO-10004218, 1198.33 ,10,0.15, 70.49 
6153,STAFF-620,CA-2017-139437,08-Dec-22,05-Jan-23,Standard Class,RD-19585,Rob Dowd,Consumer,45600,OFF-ST-10002485, 87.92 ,4,0, 0.8792 
6154,STAFF-1855,CA-2017-151484,06-Sep-18,16-Sep-18,First Class,CV-12805,Cynthia Voltz,Corporate,50088,FUR-FU-10001876, 51.968 ,2,0.2, 10.3936 
6155,STAFF-2693,CA-2017-151484,29-Nov-22,09-Dec-22,First Class,CV-12805,Cynthia Voltz,Corporate,33040,OFF-ST-10002370, 51.336 ,3,0.2, 5.7753 
6156,STAFF-2261,CA-2017-151484,22-Sep-22,13-Oct-22,First Class,CV-12805,Cynthia Voltz,Corporate,28400,OFF-ST-10000142, 332.704 ,1,0.2, 33.2704 
6157,STAFF-1904,CA-2017-151484,09-Sep-18,20-Sep-18,First Class,CV-12805,Cynthia Voltz,Corporate,17200,FUR-FU-10004671, 42.408 ,3,0.2, 9.5418 
6158,STAFF-2461,CA-2016-104150,24-Mar-17,19-Apr-17,Second Class,AG-10330,Alex Grayson,Consumer,89740,OFF-EN-10002504, 81.54 ,3,0, 38.3238 
6159,STAFF-2365,CA-2016-104150,15-Jun-23,05-Jul-23,Second Class,AG-10330,Alex Grayson,Consumer,36600,TEC-AC-10004803, 167.28 ,12,0, 23.4192 
6160,STAFF-1077,CA-2016-161025,10-Mar-24,24-Mar-24,Standard Class,GM-14440,Gary McGarr,Consumer,32200,OFF-ST-10001932, 772.68 ,4,0, 108.1752 
6161,STAFF-1774,CA-2014-103989,24-Jun-23,20-Jul-23,First Class,MC-17605,Matt Connell,Corporate,47630,TEC-PH-10004667, 323.976 ,3,0.2, 28.3479 
6162,STAFF-1415,CA-2014-103989,07-Aug-21,21-Aug-21,First Class,MC-17605,Matt Connell,Corporate,36400,OFF-LA-10000443, 11.808 ,4,0.2, 3.9852 
6163,STAFF-1932,CA-2014-103989,10-Sep-23,04-Oct-23,First Class,MC-17605,Matt Connell,Corporate,88200,OFF-ST-10000918, 26.16 ,3,0.2, 1.962 
6164,STAFF-1455,CA-2014-103989,30-Jun-22,08-Jul-22,First Class,MC-17605,Matt Connell,Corporate,28020,OFF-BI-10001196, 33.57 ,5,0.7, -25.737 
6165,STAFF-994,CA-2014-103989,24-Jun-21,02-Jul-21,First Class,MC-17605,Matt Connell,Corporate,31800,FUR-FU-10003981, 4.992 ,3,0.2, 1.3728 
6166,STAFF-1622,CA-2014-103989,23-Jul-18,21-Aug-18,First Class,MC-17605,Matt Connell,Corporate,15050,FUR-FU-10002508, 20.016 ,3,0.2, 5.5044 
6167,STAFF-55,CA-2014-103989,07-Mar-22,16-Mar-22,First Class,MC-17605,Matt Connell,Corporate,12300,TEC-AC-10002647, 170.24 ,2,0.2, 53.2 
6168,STAFF-134,CA-2015-142433,23-Feb-22,10-Mar-22,Standard Class,ES-14020,Erica Smith,Consumer,8210,OFF-PA-10002377, 117.456 ,3,0.2, 44.046 
6169,STAFF-866,CA-2015-132815,24-Dec-21,03-Jan-22,Second Class,RW-19540,Rick Wilson,Corporate,58200,OFF-PA-10004530, 22.96 ,2,0, 11.2504 
6170,STAFF-1824,CA-2014-101266,30-Nov-22,20-Dec-22,Second Class,MM-17920,Michael Moore,Consumer,81550,OFF-PA-10002986, 13.36 ,2,0, 6.4128 
6171,STAFF-2914,CA-2016-141523,04-Jun-22,14-Jun-22,Second Class,MH-17440,Mark Haberlin,Corporate,13600,OFF-BI-10000948, 34.248 ,3,0.2, 11.5587 
6172,STAFF-353,CA-2016-141523,15-Jul-12,25-Jul-12,Second Class,MH-17440,Mark Haberlin,Corporate,55100,OFF-AR-10001545, 3.52 ,2,0, 1.0208 
6173,STAFF-1,US-2014-106299,22-Aug-23,03-Sep-23,Standard Class,NZ-18565,Nick Zandusky,Home Office,15300,OFF-BI-10001758, 26.7 ,5,0, 12.549 
6174,STAFF-1313,US-2014-106299,02-Oct-20,15-Oct-20,Standard Class,NZ-18565,Nick Zandusky,Home Office,14400,TEC-AC-10003237, 21.2 ,2,0, 9.116 
6175,STAFF-1235,US-2014-106299,07-Dec-23,19-Dec-23,Standard Class,NZ-18565,Nick Zandusky,Home Office,21010,OFF-ST-10002011, 838.38 ,2,0, 226.3626 
6176,STAFF-2288,CA-2015-158421,27-Aug-18,24-Sep-18,Standard Class,GB-14575,Giulietta Baptist,Consumer,93300,FUR-CH-10000309, 1690.04 ,4,0, 422.51 
6177,STAFF-1406,CA-2015-158421,20-May-23,29-May-23,Standard Class,GB-14575,Giulietta Baptist,Consumer,31600,OFF-ST-10002444, 85.96 ,7,0, 24.0688 
6178,STAFF-1760,CA-2015-158421,16-Sep-21,24-Sep-21,Standard Class,GB-14575,Giulietta Baptist,Consumer,90300,OFF-EN-10001453, 121.96 ,2,0, 57.3212 
6179,STAFF-2417,CA-2015-158421,28-Jan-18,21-Feb-18,Standard Class,GB-14575,Giulietta Baptist,Consumer,16060,OFF-PA-10001801, 23.92 ,4,0, 11.7208 
6180,STAFF-99,CA-2015-158421,13-Jan-23,21-Jan-23,Standard Class,GB-14575,Giulietta Baptist,Consumer,48100,OFF-ST-10000563, 63.96 ,2,0, 6.396 
6181,STAFF-2910,CA-2015-158421,19-Nov-21,07-Dec-21,Standard Class,GB-14575,Giulietta Baptist,Consumer,27400,TEC-PH-10000369, 629.95 ,5,0, 176.386 
6182,STAFF-626,CA-2015-158421,09-May-24,07-Jun-24,Standard Class,GB-14575,Giulietta Baptist,Consumer,31300,TEC-PH-10002538, 113.73 ,3,0, 32.9817 
6183,STAFF-2116,CA-2015-158421,04-Jun-22,28-Jun-22,Standard Class,GB-14575,Giulietta Baptist,Consumer,32900,OFF-BI-10000050, 14.6 ,2,0, 6.862 
6184,STAFF-1082,CA-2015-158421,12-May-23,04-Jun-23,Standard Class,GB-14575,Giulietta Baptist,Consumer,21030,OFF-ST-10004186, 887.84 ,8,0, 17.7568 
6185,STAFF-1608,CA-2016-143609,17-May-18,08-Jun-18,First Class,DB-13270,Deborah Brumfield,Home Office,77100,FUR-CH-10004218, 403.92 ,5,0.2, 25.245 
6186,STAFF-1773,CA-2015-138331,03-Feb-23,03-Mar-23,Standard Class,JK-15625,Jim Karlsson,Consumer,40160,OFF-AR-10002952, 106.8 ,10,0.2, 10.68 
6187,STAFF-1934,CA-2015-138954,03-Jun-23,14-Jun-23,First Class,MH-17785,Maya Herman,Corporate,75400,OFF-ST-10003058, 70.95 ,3,0, 20.5755 
6188,STAFF-534,CA-2015-138954,09-Aug-16,06-Sep-16,First Class,MH-17785,Maya Herman,Corporate,71770,OFF-BI-10003963, 34.944 ,6,0.2, 11.7936 
6189,STAFF-1429,CA-2015-138954,20-Apr-21,30-Apr-21,First Class,MH-17785,Maya Herman,Corporate,47810,OFF-AR-10001955, 119.04 ,6,0, 35.712 
6190,STAFF-2918,CA-2017-157903,01-Jun-23,21-Jun-23,Standard Class,AM-10705,Anne McFarland,Consumer,26610,TEC-PH-10004345, 383.84 ,4,0.2, 47.98 
6191,STAFF-1429,CA-2016-157259,23-May-23,12-Jun-23,Standard Class,JM-15535,Jessica Myrick,Consumer,6650,FUR-FU-10003192, 799.56 ,9,0, 207.8856 
6192,STAFF-2139,CA-2017-107986,26-Aug-21,02-Sep-21,Same Day,MW-18220,Mitch Webber,Consumer,79503,OFF-ST-10001325, 31.44 ,3,0, 8.4888 
6193,STAFF-1974,CA-2017-104927,23-Oct-23,18-Nov-23,Standard Class,AG-10330,Alex Grayson,Consumer,31750,OFF-PA-10000019, 25.92 ,5,0.2, 9.072 
6194,STAFF-301,CA-2017-104927,06-Feb-18,28-Feb-18,Standard Class,AG-10330,Alex Grayson,Consumer,11300,OFF-BI-10003429, 6.33 ,5,0.8, -9.8115 
6195,STAFF-840,CA-2017-104927,29-Apr-21,17-May-21,Standard Class,AG-10330,Alex Grayson,Consumer,89650,OFF-PA-10000176, 75.88 ,5,0.2, 26.558 
6196,STAFF-2867,CA-2017-113453,24-May-18,19-Jun-18,Standard Class,CM-12160,Charles McCrossin,Consumer,81600,TEC-PH-10004165, 329.988 ,2,0.4, -76.9972 
6197,STAFF-1139,CA-2017-113453,07-Jul-22,22-Jul-22,Standard Class,CM-12160,Charles McCrossin,Consumer,17060,OFF-ST-10000352, 71.376 ,3,0.2, -4.461 
6198,STAFF-145,CA-2015-149909,23-Dec-18,11-Jan-19,Standard Class,RA-19915,Russell Applegate,Consumer,36010,OFF-PA-10000726, 63.77 ,7,0, 28.6965 
6199,STAFF-206,CA-2015-149909,06-Oct-22,04-Nov-22,Standard Class,RA-19915,Russell Applegate,Consumer,52200,TEC-PH-10001536, 50.97 ,3,0, 13.2522 
6200,STAFF-434,CA-2015-149909,02-Jul-22,10-Jul-22,Standard Class,RA-19915,Russell Applegate,Consumer,28040,OFF-PA-10001790, 96.08 ,2,0, 46.1184 
